rtcDate,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,imu_degC,output_Hz,
01/01/2000,-945.80,-5.86,-310.55,1.83,-0.23,-2.82,36.0,61.80,-18.30,29.75,0.0,
01/01/2000,-943.36,-11.23,-319.82,0.30,1.59,-2.25,35.85,62.40,-18.15,29.66,20.0,
01/01/2000,-944.82,6.84,-307.62,2.35,1.71,0.43,37.05,62.25,-17.25,29.95,15.0,
01/01/2000,-948.24,-0.98,-324.22,-0.17,0.72,1.34,37.50,62.55,-16.95,29.99,12.903,
01/01/2000,-944.82,-11.23,-321.29,0.53,0.26,0.90,37.05,61.80,-18.0,29.95,12.195,
01/01/2000,-946.29,-10.74,-310.06,-0.44,-0.10,0.95,37.20,62.70,-18.15,29.99,11.765,
01/01/2000,-946.78,-20.02,-320.31,1.05,-0.76,0.59,36.0,61.80,-18.30,29.95,11.475,
01/01/2000,-952.15,-6.35,-336.91,0.80,2.02,-0.76,37.05,62.25,-18.0,29.90,11.268,
01/01/2000,-953.61,-9.28,-324.22,1.92,0.98,1.98,36.60,63.15,-17.85,29.90,11.111,
01/01/2000,-948.73,1.95,-321.78,-0.92,0.28,-3.10,36.15,63.15,-18.90,29.95,10.989,
01/01/2000,-944.82,-18.55,-323.73,1.49,-1.76,0.01,36.0,62.55,-18.30,30.09,10.891,
01/01/2000,-946.29,-18.07,-321.78,0.73,-0.60,-0.24,36.15,62.70,-17.10,29.80,10.811,
01/01/2000,-950.68,-16.60,-318.36,2.64,-0.02,-1.71,36.75,63.0,-18.0,29.80,10.744,
01/01/2000,-950.20,-4.88,-322.27,1.32,-0.05,-0.01,35.10,62.70,-18.45,29.80,10.687,
01/01/2000,-943.36,-6.84,-318.36,1.14,0.76,0.43,35.55,62.25,-18.0,29.61,10.638,
01/01/2000,-952.15,2.93,-313.48,0.44,-0.45,-1.31,34.35,61.95,-18.45,30.09,10.596,
01/01/2000,-946.78,-15.14,-316.41,2.77,1.45,-0.52,36.90,63.90,-17.40,29.80,10.559,
01/01/2000,-952.15,-12.70,-314.45,0.62,0.17,-0.26,34.95,63.0,-18.30,29.95,10.526,
01/01/2000,-938.96,-0.49,-307.13,-0.70,-2.73,-2.85,36.30,63.75,-18.75,29.90,10.440,
02/07/2025,12:25:13.44,-941.41,-2.93,-321.29,1.39,1.05,1.91,35.55,62.55,-16.95,30.43,0.0,
02/07/2025,12:25:13.54,-954.10,-11.23,-324.71,1.29,-0.30,0.19,34.65,63.45,-19.20,29.95,20.0,
02/07/2025,12:25:13.64,-940.92,-13.67,-317.87,2.73,0.58,1.88,36.60,61.95,-18.45,30.33,15.0,
02/07/2025,12:25:13.74,-949.22,-0.49,-309.57,-0.05,0.55,-0.33,35.85,63.15,-18.45,29.99,13.333,
02/07/2025,12:25:13.84,-944.82,9.77,-326.17,0.60,-0.40,2.41,34.95,62.55,-16.50,30.28,12.500,
02/07/2025,12:25:13.94,-956.54,-5.86,-315.43,0.77,1.46,-0.49,34.20,61.65,-18.15,30.09,12.0,
02/07/2025,12:25:14.04,-941.89,-16.60,-321.78,0.63,0.07,0.43,35.85,62.70,-18.15,29.99,11.475,
02/07/2025,12:25:14.14,-929.69,-4.88,-329.10,-0.14,-1.15,0.22,36.0,63.0,-17.55,29.80,11.268,
02/07/2025,12:25:14.24,-943.36,-12.21,-326.66,-0.31,-0.35,0.60,35.40,61.95,-18.45,30.09,11.111,
02/07/2025,12:25:14.35,-944.34,-2.44,-328.13,2.37,1.32,0.34,35.85,62.70,-18.90,30.19,10.989,
02/07/2025,12:25:14.45,-939.45,-3.91,-314.94,0.53,0.10,-0.98,36.60,62.70,-18.45,29.99,10.891,
02/07/2025,12:25:14.55,-950.20,-9.28,-321.78,-0.32,1.50,-2.42,34.50,63.75,-17.55,29.99,10.811,
02/07/2025,12:25:14.65,-944.82,-7.81,-325.68,1.11,0.46,1.35,36.90,61.95,-17.40,29.95,10.744,
02/07/2025,12:25:14.75,-948.73,-5.86,-325.20,-1.51,0.97,0.84,37.05,62.25,-17.25,29.95,10.687,
02/07/2025,12:25:14.85,-957.52,-1.46,-326.66,-1.81,0.56,-1.50,36.0,63.30,-17.55,29.95,10.638,
02/07/2025,12:25:14.95,-955.08,-14.65,-325.20,1.05,-0.24,-0.18,34.50,63.75,-18.30,29.99,10.596,
02/07/2025,12:25:15.05,-955.57,-15.14,-317.38,0.82,0.31,-1.11,36.75,63.0,-18.75,29.95,10.559,
02/07/2025,12:25:15.15,-939.94,-6.35,-325.68,3.16,1.23,-0.30,36.15,63.45,-17.10,30.28,10.526,
02/07/2025,12:25:15.25,-960.45,-9.77,-317.87,-0.69,0.47,-1.92,35.85,63.15,-17.40,30.33,10.497,
02/07/2025,12:25:15.35,-934.57,-6.35,-316.41,2.50,-1.10,0.92,35.85,61.95,-19.65,30.14,10.471,
02/07/2025,12:25:15.45,-940.43,-10.74,-322.75,-1.23,-0.15,-1.50,36.15,61.95,-17.10,30.09,10.448,
02/07/2025,12:25:15.55,-954.59,-7.32,-314.94,0.19,-0.79,0.28,36.30,61.50,-18.0,29.99,10.377,
02/07/2025,12:25:15.65,-947.75,4.39,-335.45,-0.05,-0.08,-1.59,37.20,62.70,-19.20,29.99,10.360,
02/07/2025,12:25:15.75,-955.08,-0.49,-323.24,-0.82,-1.14,0.69,36.60,62.70,-17.40,30.19,10.345,
02/07/2025,12:25:15.86,-946.29,-5.86,-315.43,3.03,-0.44,-0.79,36.30,61.80,-18.75,30.28,10.331,
02/07/2025,12:25:15.96,-937.99,-20.51,-319.82,1.24,-0.03,-1.76,34.95,62.55,-17.55,30.33,10.317,
02/07/2025,12:25:16.06,-956.54,-11.23,-312.50,0.60,-0.11,-1.47,36.15,62.70,-17.40,30.19,10.305,
02/07/2025,12:25:16.16,-934.57,-3.91,-335.94,0.45,-2.07,-1.31,36.15,62.70,-17.40,30.33,10.294,
02/07/2025,12:25:16.26,-959.96,-4.88,-322.75,-0.46,0.31,0.91,37.80,63.30,-17.25,30.09,10.284,
02/07/2025,12:25:16.36,-946.78,-6.35,-314.45,1.86,1.59,-1.13,35.25,61.80,-18.0,29.90,10.274,
02/07/2025,12:25:16.46,-951.17,3.91,-331.05,1.06,1.18,0.37,34.65,62.40,-16.65,30.47,10.265,
02/07/2025,12:25:16.56,-941.41,2.44,-324.22,1.49,-1.95,-0.47,35.40,62.70,-17.40,30.09,10.256,
02/07/2025,12:25:16.66,-941.89,2.44,-325.68,-1.42,0.38,-3.28,35.85,62.40,-18.45,30.33,10.248,
02/07/2025,12:25:16.76,-945.80,-7.32,-317.38,0.27,0.51,-0.45,36.90,63.45,-17.85,30.43,10.241,
02/07/2025,12:25:16.86,-953.13,0.49,-326.66,0.75,-1.56,-1.04,35.40,62.70,-17.85,30.33,10.234,
