rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,imu_degC,output_Hz,
07/02/2025,12:07:16.12,719.24,-116.70,-750.0,-25.98,25.12,8.82,-30.60,31.20,-14.25,34.74,0.0,
07/02/2025,12:07:16.22,747.07,-106.93,-681.15,-31.24,54.88,1.62,-32.70,31.05,-9.60,34.64,20.0,
07/02/2025,12:07:16.32,813.96,-96.19,-625.98,-61.27,45.43,-14.61,-33.45,31.80,-6.45,34.69,15.0,
07/02/2025,12:07:16.42,733.40,-49.32,-675.29,23.63,55.21,3.08,-32.85,33.15,-2.25,34.74,13.333,
07/02/2025,12:07:16.52,759.77,131.84,-571.29,-98.47,7.87,-110.45,-31.50,38.25,3.15,34.93,12.500,
07/02/2025,12:07:16.62,767.58,403.32,-243.65,-30.90,4.31,-113.99,-27.0,44.10,4.05,34.88,12.0,
07/02/2025,12:07:16.72,1132.81,709.47,-345.70,61.60,-214.68,83.25,-21.15,49.50,5.85,34.93,11.667,
07/02/2025,12:07:16.82,428.22,344.24,-617.68,-73.25,-36.79,-4.27,-24.0,47.55,0.90,34.64,11.268,
07/02/2025,12:07:16.92,647.95,555.66,-315.92,-7.65,109.95,-118.50,-16.35,52.20,12.75,34.64,11.111,
07/02/2025,12:07:17.03,652.34,609.38,-133.79,-9.40,67.31,-83.78,-9.45,54.60,16.95,34.83,10.989,
07/02/2025,12:07:17.13,619.14,772.95,-95.21,-22.45,-2.67,-76.34,-5.25,58.65,17.40,34.74,10.891,
07/02/2025,12:07:17.23,583.50,747.07,-180.66,16.93,16.21,-3.75,-1.05,58.35,16.20,34.93,10.811,
07/02/2025,12:07:17.33,614.26,883.30,-58.11,-46.87,56.34,3.92,-0.60,59.10,16.20,34.93,10.744,
07/02/2025,12:07:17.43,589.84,695.31,-132.81,-26.48,65.64,27.0,-2.10,57.60,21.60,34.88,10.687,
07/02/2025,12:07:17.53,651.86,712.40,-28.81,-14.52,125.38,22.82,-0.30,55.80,27.0,34.31,10.638,
07/02/2025,12:07:17.63,748.54,727.05,135.25,-31.43,-7.71,4.21,2.25,54.45,26.85,34.74,10.596,
07/02/2025,12:07:17.73,654.79,704.59,227.05,-28.76,-39.53,-8.30,1.35,55.05,25.95,34.64,10.559,
07/02/2025,12:07:17.83,595.70,673.83,62.99,36.23,-86.01,-27.56,0.15,55.50,27.90,35.07,10.526,
07/02/2025,12:07:17.93,623.05,779.30,75.20,0.64,-28.59,-15.95,-0.30,55.35,25.95,34.93,10.497,
07/02/2025,12:07:18.03,624.02,826.66,59.08,-7.12,-13.47,0.62,-1.65,55.20,25.35,34.74,10.417,
07/02/2025,12:07:18.13,484.86,711.91,67.87,-30.0,-5.53,3.62,-0.60,55.05,27.0,34.64,10.396,
07/02/2025,12:07:18.23,587.40,787.11,104.00,-11.95,7.18,-7.18,-1.05,53.10,27.30,34.64,10.377,
07/02/2025,12:07:18.34,552.25,835.45,159.67,-12.10,6.87,-2.08,-1.05,53.40,25.50,34.83,10.360,
07/02/2025,12:07:18.44,570.80,841.80,134.28,3.18,-18.18,1.98,0.0,53.40,28.05,34.93,10.345,
07/02/2025,12:07:18.54,600.10,814.94,129.39,14.24,-6.98,-15.63,-0.60,54.60,26.70,34.88,10.331,
07/02/2025,12:07:18.64,572.75,746.58,30.27,5.56,-78.37,26.95,0.60,54.60,25.20,34.88,10.317,
07/02/2025,12:07:18.74,620.12,779.30,12.21,-16.22,-85.97,24.40,-5.40,56.10,23.70,34.64,10.305,
07/02/2025,12:07:18.84,460.45,528.81,-245.61,40.42,-159.47,47.92,-11.10,55.20,19.20,34.64,10.294,
07/02/2025,12:07:18.94,630.37,706.05,-191.89,-14.58,-0.59,1.96,-12.60,54.45,16.65,34.55,10.284,
07/02/2025,12:07:19.04,618.16,683.59,-210.94,-2.44,5.85,-14.89,-11.85,52.95,17.40,34.64,10.274,
