rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,imu_degC,output_Hz,
07/02/2025,12:06:43.32,-26.86,77.15,-1046.39,14.79,-28.88,-0.79,27.45,35.25,-38.55,33.06,0.0,
07/02/2025,12:06:43.42,-83.01,42.48,-1009.28,28.84,-14.79,-1.79,30.60,33.60,-35.85,33.16,20.0,
07/02/2025,12:06:43.52,-80.57,46.39,-992.19,17.64,-34.16,16.22,29.40,33.75,-37.80,33.06,14.286,
07/02/2025,12:06:43.62,-144.53,25.39,-938.96,-15.14,-22.22,-6.21,32.70,33.0,-36.75,33.11,12.903,
07/02/2025,12:06:43.72,-227.54,-101.56,-982.42,19.51,6.15,4.32,32.85,32.40,-37.65,33.11,12.195,
07/02/2025,12:06:43.82,-162.11,-17.09,-1117.68,15.24,-4.56,-4.02,31.50,33.0,-36.75,32.92,11.765,
07/02/2025,12:06:43.93,-170.41,-21.00,-874.02,-34.21,100.34,-9.79,33.30,31.95,-36.90,33.06,11.475,
07/02/2025,12:06:44.03,81.05,-92.29,-1095.21,-13.86,106.51,8.56,27.45,32.55,-40.65,33.06,11.268,
07/02/2025,12:06:44.13,181.15,-40.04,-980.96,-20.56,117.73,7.37,18.30,33.0,-40.35,32.92,11.111,
07/02/2025,12:06:44.23,354.00,100.10,-830.08,1.76,45.87,97.85,11.10,33.15,-41.55,33.11,10.989,
07/02/2025,12:06:44.33,250.49,-41.02,-828.13,-54.92,-10.53,64.53,9.30,35.10,-41.55,32.97,10.891,
07/02/2025,12:06:44.43,161.62,-107.42,-1211.43,-3.95,-13.83,66.28,9.30,39.60,-40.95,33.11,10.811,
07/02/2025,12:06:44.53,351.56,-0.49,-1052.73,-6.83,22.58,58.24,-0.60,41.70,-40.05,32.73,10.744,
07/02/2025,12:06:44.63,244.14,-72.27,-1027.83,-17.05,-122.69,33.88,-0.60,36.45,-42.15,33.06,10.687,
07/02/2025,12:06:44.73,111.82,48.83,-1010.74,-48.40,-67.76,14.53,3.0,41.10,-40.20,32.63,10.638,
07/02/2025,12:06:44.83,140.14,68.85,-1028.81,92.53,108.04,38.73,0.45,38.85,-41.25,32.73,10.596,
