rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,imu_degC,output_Hz,
07/02/2025,12:20:54.39,206.05,-692.38,614.26,-8.71,-11.82,-8.92,2.40,-31.20,23.85,31.48,0.0,
07/02/2025,12:20:54.49,277.83,-708.98,564.94,-22.21,-28.56,-29.50,1.20,-34.65,22.35,31.38,20.0,
07/02/2025,12:20:54.59,497.07,-876.95,652.83,-2.92,-9.77,-18.21,-2.55,-36.0,23.70,31.24,15.0,
07/02/2025,12:20:54.69,379.88,-771.48,605.47,3.26,1.02,2.93,-1.35,-36.0,24.0,31.58,13.333,
07/02/2025,12:20:54.79,358.89,-713.87,574.22,1.47,0.92,-1.34,-2.55,-35.70,24.75,31.05,12.500,
07/02/2025,12:20:54.89,356.93,-730.47,583.50,0.74,-2.50,1.33,-1.95,-34.35,23.85,31.53,12.0,
07/02/2025,12:20:54.99,393.55,-760.74,588.87,1.07,-1.75,0.24,-1.35,-36.45,24.0,31.38,11.667,
07/02/2025,12:20:55.09,385.25,-738.77,595.70,3.04,2.85,0.43,-1.20,-35.55,23.55,31.38,11.429,
07/02/2025,12:20:55.19,340.82,-769.04,592.29,6.59,9.28,4.64,-0.90,-36.30,22.35,31.38,11.250,
07/02/2025,12:20:55.29,306.64,-743.65,631.84,18.22,57.63,2.89,1.80,-33.30,24.45,31.19,11.111,
07/02/2025,12:20:55.39,-3.42,-812.99,-143.07,39.38,130.55,10.84,10.05,-29.85,23.70,31.72,11.0,
07/02/2025,12:20:55.49,-213.38,-626.95,526.86,1.08,152.12,26.92,20.40,-30.30,17.85,31.48,10.811,
07/02/2025,12:20:55.59,-200.20,-642.58,703.61,42.23,59.89,29.29,25.95,-28.80,14.25,31.19,10.744,
07/02/2025,12:20:55.69,-433.59,-610.84,792.97,69.36,22.60,-5.09,29.70,-24.15,12.30,31.38,10.687,
07/02/2025,12:20:55.80,-395.02,-522.46,898.93,77.73,-39.82,22.53,31.95,-19.95,15.30,31.24,10.638,
07/02/2025,12:20:55.90,-229.00,-252.93,1063.96,90.82,7.39,9.35,29.70,-12.30,16.35,31.38,10.596,
07/02/2025,12:20:56.00,-215.82,-119.63,1079.10,23.80,54.68,-24.13,29.85,-8.55,15.90,31.14,10.559,
07/02/2025,12:20:56.10,-355.96,-234.38,941.89,-2.05,26.67,-3.26,33.15,-10.65,15.30,31.38,10.526,
07/02/2025,12:20:56.20,-318.36,-225.10,958.50,17.90,3.96,19.92,33.15,-9.90,12.0,31.48,10.497,
07/02/2025,12:20:56.30,-368.16,-160.64,885.74,38.0,-18.50,24.74,32.85,-7.35,12.90,31.48,10.471,
07/02/2025,12:20:56.40,-328.61,-56.15,670.90,-4.43,50.37,-2.66,31.65,-4.20,13.50,31.14,10.448,
07/02/2025,12:20:56.50,-406.74,-100.59,1002.44,53.45,7.05,27.98,33.30,-3.15,12.90,31.05,10.427,
07/02/2025,12:20:56.60,-420.90,-14.16,986.33,20.79,6.20,23.56,33.15,-0.75,12.0,31.48,10.407,
07/02/2025,12:20:56.70,-464.84,9.77,971.68,1.59,9.08,6.12,33.30,-0.15,11.40,31.53,10.390,
07/02/2025,12:20:56.80,-473.14,34.67,953.13,0.96,15.71,9.04,33.60,3.90,9.60,31.58,10.373,
07/02/2025,12:20:56.90,-478.03,89.36,950.20,0.74,7.02,-11.09,33.30,3.60,10.35,31.67,10.317,
07/02/2025,12:20:57.00,-563.96,275.39,950.68,25.11,0.41,-27.18,35.10,2.40,9.60,31.58,10.305,
