rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,imu_degC,output_Hz,
01/01/2000,00:00:01.32,-243.65,-185.55,850.59,26.33,44.45,17.15,38.55,-17.85,11.85,28.32,0.0,
01/01/2000,00:00:01.42,-285.64,-72.75,1076.66,30.77,-9.26,17.85,40.50,-14.55,11.70,28.56,20.0,
01/01/2000,00:00:01.52,-336.91,-64.45,1252.44,13.79,5.64,7.77,40.05,-15.45,11.40,28.41,15.0,
01/01/2000,00:00:01.63,-217.77,-24.90,714.36,-66.90,-39.23,0.55,43.20,-8.40,7.20,28.37,12.903,
01/01/2000,00:00:01.72,-354.49,69.82,922.36,-2.22,-0.93,1.08,42.0,-9.15,9.45,28.41,12.500,
01/01/2000,00:00:01.82,-363.77,62.50,957.52,0.35,0.77,-2.15,43.35,-9.0,10.05,28.51,11.765,
01/01/2000,00:00:01.92,-371.09,47.36,949.71,0.52,-1.03,0.37,43.20,-8.40,7.95,28.41,11.475,
01/01/2000,00:00:02.02,-376.46,56.64,965.82,0.95,1.62,-1.15,45.0,-7.20,7.95,28.41,11.429,
01/01/2000,00:00:02.12,-367.68,52.73,958.98,-0.74,-3.20,2.62,43.20,-8.40,7.95,28.51,11.250,
01/01/2000,00:00:02.22,-362.30,41.99,986.82,-17.50,5.49,3.57,42.90,-8.55,8.85,28.37,11.111,
01/01/2000,00:00:02.32,-340.33,-13.67,938.96,3.36,-1.51,-0.05,43.50,-9.60,8.70,28.22,11.0,
01/01/2000,00:00:02.42,-365.23,52.73,946.29,0.42,-0.11,-0.12,42.90,-9.75,7.35,28.32,10.909,
01/01/2000,00:00:02.52,-343.26,20.02,984.86,-4.01,0.31,-1.21,44.25,-8.70,6.45,28.37,10.833,
01/01/2000,00:00:02.62,-382.81,33.20,948.73,5.83,-1.73,5.06,42.90,-7.80,7.80,28.51,10.687,
01/01/2000,00:00:02.72,-372.07,45.90,975.10,2.12,-0.55,0.34,43.95,-7.65,8.40,28.41,10.638,
01/01/2000,00:00:02.82,-366.21,56.64,941.89,-2.11,-0.88,1.16,43.50,-8.40,6.90,28.37,10.596,
01/01/2000,00:00:02.92,-445.31,49.32,943.85,-18.23,2.71,2.53,43.65,-9.30,6.30,28.51,10.559,
01/01/2000,00:00:03.03,-382.32,4.88,972.17,24.50,-1.78,7.72,42.60,-7.35,8.55,28.51,10.526,
01/01/2000,00:00:03.13,-338.38,10.25,976.56,15.09,8.74,23.95,43.35,-7.80,8.10,28.51,10.497,
01/01/2000,00:00:03.23,-302.25,148.93,911.62,9.12,16.31,41.87,41.85,-3.60,7.80,28.32,10.471,
01/01/2000,00:00:03.33,-267.09,184.08,907.23,-37.63,19.93,54.75,42.15,0.90,8.55,28.37,10.448,
01/01/2000,00:00:03.43,-335.45,132.81,960.94,-27.76,-11.55,45.0,41.70,2.25,8.40,28.22,10.427,
01/01/2000,00:00:03.53,-248.05,80.57,953.61,-44.74,-7.48,47.90,40.05,5.10,10.05,28.22,10.407,
01/01/2000,00:00:03.63,-273.93,26.86,935.06,-36.15,-10.38,33.56,36.0,7.65,11.25,28.37,10.390,
01/01/2000,00:00:03.73,-366.21,111.82,1029.30,-42.76,9.27,-1.22,35.70,7.65,13.05,28.56,10.373,
01/01/2000,00:00:03.83,-144.53,-90.82,937.99,-49.97,1.54,16.05,35.70,5.25,13.80,28.37,10.359,
01/01/2000,00:00:03.93,-257.81,-104.49,888.18,12.72,5.18,-21.20,37.35,3.60,13.65,28.41,10.345,
01/01/2000,00:00:04.03,-308.59,-73.73,929.20,2.92,2.66,-20.85,38.25,2.25,12.30,28.32,10.332,
01/01/2000,00:00:04.13,-343.75,35.64,1083.01,31.91,3.39,3.0,38.55,2.85,11.85,28.17,10.320,
01/01/2000,00:00:04.23,-332.03,-0.98,987.30,1.14,-1.02,-1.18,38.70,3.0,11.25,28.32,10.309,
01/01/2000,00:00:04.33,-343.75,3.42,994.63,0.29,5.76,4.55,37.50,3.45,10.95,28.51,10.299,
01/01/2000,00:00:04.43,-346.68,-18.07,970.70,-1.88,1.10,-1.24,37.20,2.55,12.0,28.32,10.256,
01/01/2000,00:00:04.53,-338.38,-14.65,959.96,-1.46,0.80,-1.06,39.30,3.90,12.90,28.37,10.248,
01/01/2000,00:00:04.63,-340.82,-15.14,972.17,0.30,-1.31,-0.14,38.85,2.85,11.40,28.37,10.241,
01/01/2000,00:00:04.73,-340.33,-15.14,956.05,0.27,0.14,-0.02,38.10,2.40,10.35,28.32,10.234,
01/01/2000,00:00:04.84,-336.43,-4.39,975.10,1.44,-2.76,2.50,38.70,2.55,11.70,28.41,10.227,
01/01/2000,00:00:04.94,-334.47,-7.32,971.19,1.18,-1.53,2.76,38.55,3.15,11.40,28.41,10.221,
01/01/2000,00:00:05.04,-349.61,-21.97,963.87,-1.95,1.92,-1.10,38.70,3.0,11.25,28.22,10.215,
01/01/2000,00:00:05.14,-332.03,-18.55,961.91,0.07,0.63,0.29,38.85,2.40,12.15,28.51,10.209,
01/01/2000,00:00:05.24,-336.43,-20.51,960.94,-1.16,0.57,-2.18,38.55,2.10,11.85,28.37,10.204,
01/01/2000,00:00:05.34,-339.84,-6.84,962.40,0.48,1.26,-0.32,38.85,3.90,12.60,28.37,10.199,
01/01/2000,00:00:05.44,-346.68,-10.74,959.96,-0.66,-0.53,0.65,37.95,4.20,12.30,28.32,10.194,
01/01/2000,00:00:05.54,-337.40,-17.09,963.38,0.05,-1.12,2.49,38.70,2.55,12.75,28.17,10.190,
01/01/2000,00:00:05.64,-328.13,-4.39,966.80,-0.31,0.24,-1.69,38.85,4.80,13.20,28.03,10.185,
01/01/2000,00:00:05.74,-323.24,5.37,961.43,2.02,-2.62,0.90,38.25,3.75,11.25,28.41,10.181,
01/01/2000,00:00:05.84,-330.57,-12.21,970.21,-1.73,1.02,-0.99,39.45,3.45,12.30,28.22,10.177,
01/01/2000,00:00:05.94,-340.33,-16.11,956.05,-1.95,0.57,-3.22,39.0,3.75,12.30,28.41,10.173,
01/01/2000,00:00:06.04,-342.29,-11.23,963.87,-0.13,-1.73,2.53,38.85,3.60,11.40,28.32,10.169,
01/01/2000,00:00:06.14,-335.94,-0.98,958.01,1.16,-0.02,-0.98,37.20,3.75,12.0,28.37,10.145,
01/01/2000,00:00:06.24,-335.45,-15.14,958.50,-0.21,0.55,1.10,37.80,3.90,10.35,28.51,10.142,
01/01/2000,00:00:06.34,-343.26,-9.77,960.94,-2.23,0.40,-4.31,37.80,2.40,11.85,28.41,10.139,
01/01/2000,00:00:06.44,-329.10,-14.16,964.36,0.28,-0.95,-0.11,37.50,3.0,11.25,28.51,10.136,
01/01/2000,00:00:06.55,-335.45,-13.67,959.47,1.12,-0.61,1.11,38.55,3.60,12.90,28.17,10.134,
01/01/2000,00:00:06.65,-342.77,-10.25,964.84,-1.21,-1.85,3.20,38.25,3.45,12.0,28.37,10.131,
01/01/2000,00:00:06.75,-334.47,1.46,993.16,1.15,-1.64,0.82,38.55,2.85,10.65,28.37,10.129,
01/01/2000,00:00:06.85,-329.10,-14.65,965.82,0.13,-1.03,1.85,38.55,3.60,11.85,28.32,10.127,
01/01/2000,00:00:06.95,-323.73,-2.93,957.03,-1.02,0.74,-3.41,37.95,3.0,11.70,28.41,10.124,
01/01/2000,00:00:07.05,-339.36,-18.07,982.42,1.51,-2.49,-0.53,38.25,3.0,11.25,28.41,10.122,
01/01/2000,00:00:07.15,-336.43,-11.23,965.82,0.28,-0.45,0.84,38.85,2.85,11.85,28.41,10.120,
01/01/2000,00:00:07.25,-343.75,-25.39,963.87,2.29,-1.50,1.44,38.55,2.40,10.65,28.32,10.118,
01/01/2000,00:00:07.35,-350.59,2.93,967.29,0.80,-1.93,1.18,40.20,3.75,11.70,28.37,10.116,
01/01/2000,00:00:07.45,-336.43,-18.07,961.91,0.46,0.50,1.35,38.70,3.0,10.50,28.37,10.114,
01/01/2000,00:00:07.55,-339.84,-1.46,970.21,1.27,-1.09,1.58,38.70,4.50,12.30,28.32,10.112,
01/01/2000,00:00:07.65,-336.91,-22.46,943.85,0.98,-0.20,1.38,37.50,2.55,12.30,28.41,10.111,
01/01/2000,00:00:07.75,-337.40,-15.14,962.40,0.35,0.68,-1.55,37.95,1.80,12.75,28.41,10.109,
01/01/2000,00:00:07.85,-340.82,-3.42,957.03,-0.95,-1.83,-1.82,37.05,2.40,13.20,28.41,10.107,
01/01/2000,00:00:07.95,-342.29,-7.32,954.10,-0.13,-1.32,0.28,38.85,2.85,12.15,28.56,10.090,
01/01/2000,00:00:08.05,-343.26,-14.65,968.26,2.64,-3.74,1.45,38.25,3.45,12.0,28.37,10.089,
01/01/2000,00:00:08.15,-322.27,-29.30,965.82,1.47,-1.43,1.56,37.50,2.25,11.70,28.37,10.088,
01/01/2000,00:00:08.25,-342.77,-12.70,962.40,-0.97,-0.21,1.41,38.25,3.75,11.25,28.32,10.086,
01/01/2000,00:00:08.36,-345.70,3.42,962.89,-0.08,0.24,-0.63,39.0,2.55,11.25,28.51,10.085,
01/01/2000,00:00:08.46,-341.31,-6.84,963.87,-1.30,0.66,-2.34,37.80,2.40,11.40,28.37,10.084,
01/01/2000,00:00:08.56,-333.98,-15.14,961.91,-1.03,-0.50,0.09,37.35,2.40,10.65,28.37,10.083,
01/01/2000,00:00:08.66,-332.52,-14.16,965.33,0.07,-2.85,2.43,38.55,3.90,12.15,28.41,10.082,
01/01/2000,00:00:08.76,-328.13,-21.48,965.33,-1.46,-3.44,-0.92,37.50,2.55,11.70,28.08,10.081,
01/01/2000,00:00:08.86,-338.87,-5.86,957.03,0.85,-1.06,0.53,37.05,1.65,11.85,28.41,10.080,
01/01/2000,00:00:08.96,-345.21,-4.39,964.36,-1.26,1.52,1.29,38.25,4.20,11.25,28.41,10.079,
