rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ,imu_degC,output_Hz,
07/02/2025,12:21:49.02,984.86,-459.47,-212.89,-45.69,-5.85,-44.59,-43.95,-33.75,-2.10,33.11,100.0,
07/02/2025,12:21:49.13,985.84,-394.04,-332.52,-83.21,119.25,-18.33,-43.35,-34.65,0.15,33.25,18.182,
07/02/2025,12:21:49.23,786.13,-369.14,94.73,-157.05,250.13,-98.04,-36.75,-37.95,7.65,33.11,14.286,
07/02/2025,12:21:49.33,664.06,73.73,1128.91,-89.79,241.60,-174.01,-24.75,-36.60,19.80,33.25,12.903,
07/02/2025,12:21:49.43,633.30,-42.48,696.78,-55.15,45.05,-61.50,-19.05,-35.10,22.80,33.11,12.195,
07/02/2025,12:21:49.53,790.04,-50.78,93.26,-92.68,-63.68,-33.66,-20.10,-38.40,21.15,32.77,11.765,
07/02/2025,12:21:49.63,1073.24,-122.56,882.81,62.18,10.52,25.85,-18.30,-45.15,15.90,33.06,11.475,
07/02/2025,12:21:49.73,695.80,95.70,375.98,137.28,220.36,18.85,-15.0,-43.50,19.50,33.11,11.268,
07/02/2025,12:21:49.83,237.79,-82.03,1115.72,15.33,117.08,18.69,-3.90,-35.55,23.10,33.11,11.111,
07/02/2025,12:21:49.93,131.35,-46.88,1068.36,-1.44,51.31,-27.33,3.30,-34.95,23.40,32.97,10.989,
07/02/2025,12:21:50.03,611.82,-160.64,354.98,-21.98,-47.34,156.77,0.45,-31.65,27.15,32.77,10.891,
07/02/2025,12:21:50.13,-352.54,-101.56,1292.97,-56.78,130.05,-18.97,13.95,-43.20,18.75,33.30,10.714,
07/02/2025,12:21:50.23,-185.06,-59.08,1018.55,156.76,47.29,11.27,20.85,-37.65,18.15,33.25,10.656,
07/02/2025,12:21:50.34,-87.89,-317.38,1156.74,17.92,29.01,-35.81,21.90,-36.0,18.15,33.11,10.606,
07/02/2025,12:21:50.44,-81.54,-356.93,1151.86,-27.55,31.09,0.33,22.65,-39.45,15.60,33.11,10.563,
07/02/2025,12:21:50.54,30.76,-208.98,835.94,12.50,55.88,26.67,27.15,-43.05,13.80,32.92,10.526,
07/02/2025,12:21:50.64,-392.09,-31.74,753.42,-28.03,102.66,-18.76,37.20,-46.80,4.65,33.06,10.494,
07/02/2025,12:21:50.74,-523.93,28.81,876.46,29.36,54.28,-0.27,45.15,-54.0,-6.75,32.92,10.465,
07/02/2025,12:21:50.84,-570.80,83.50,949.22,20.27,23.73,13.30,54.90,-55.50,-10.05,32.58,10.440,
